categoria,centroide_lat,centroide_lon,funcion,id,municipio_id,nombre
Localidad simple,-37.8233871716044,-60.484639770555,,6014030,60014.0,JUAN E. BARRA
Localidad simple,-37.6254980210026,-58.7461862359423,,6063030,60063.0,NAPALEOFU
Localidad simple,-37.5426353712017,-58.3407185507274,,6063040,60063.0,RAMOS OTERO
Localidad simple,-38.0122838564587,-58.355377761682,,6063050,60063.0,SAN AGUSTIN
Localidad simple,-37.8596285282151,-57.9806008736401,,6063060,60063.0,VILLA LAGUNA LA BRAVA
Localidad simple,-42.0119886969656,-65.3064500926092,,26007010,,ARROYO VERDE
Localidad simple,-38.1766861391835,-60.1708487303777,,6014040,60014.0,VASQUEZ
Localidad simple,-31.2693712880357,-58.1060425422369,,30015090,,LA CRIOLLA
Localidad simple,-33.8128781547156,-59.5043068852807,CABECERA_DEPARTAMENTO,6070010,60070.0,BARADERO
Localidad simple,-37.6766410210104,-59.8057677109444,CABECERA_DEPARTAMENTO,6084020,60084.0,BENITO JUAREZ
Localidad simple,-33.9810489198561,-59.6715601606315,,6070020,60070.0,IRINEO PORTELA
Localidad simple,-22.7245611902241,-64.346319220401,,66126010,,AGUAS BLANCAS
Localidad simple,-35.0330734347841,-60.2806197287099,CABECERA_DEPARTAMENTO,6021010,60021.0,ALBERTI
Localidad simple,-34.8681189984321,-60.3939708823403,,6021020,60021.0,CORONEL SEGUI
Localidad simple,-34.062154134736,-59.5585420642846,,6070030,60070.0,SANTA COLOMA
Localidad simple,-33.9096038045591,-59.3882017132282,,6070040,60070.0,VILLA ALSINA
Localidad simple,-34.064591121211,-60.1025564443537,CABECERA_DEPARTAMENTO,6077010,60077.0,ARRECIFES
Localidad simple,-34.0328240475348,-60.1562270065745,,6077020,60077.0,TODD
Localidad simple,-33.9922765156086,-60.2263211205477,,6077030,60077.0,VIÑA
Localidad simple,-37.6424111302365,-59.3889380312926,,6084010,60084.0,BARKER
Localidad simple,-37.5545120854221,-59.6278461536299,,6084030,60084.0,LOPEZ
Localidad simple,-37.3683686253208,-59.7630391604187,,6084040,60084.0,TEDIN URIBURU
Componente de localidad compuesta,-35.068013673391,-60.4025971632697,,6021030,60021.0,MECHITA
Localidad simple,-35.1243819752343,-60.2200612615259,,6021040,60021.0,PLA
Localidad simple,-35.1096178332808,-60.070551324606,,6021050,60021.0,VILLA GRISOLIA
Localidad simple,-34.8881255447686,-60.3469385614882,,6021060,60021.0,VILLA MARIA
Localidad simple,-34.8435329449862,-60.3048498633641,,6021070,60021.0,VILLA ORTIZ
Componente de localidad compuesta,-34.8002849372665,-58.3913639562887,CABECERA_DEPARTAMENTO,6028010,60028.0,ALMIRANTE BROWN
Componente de localidad compuesta,-34.6670197685011,-58.3609838160556,CABECERA_DEPARTAMENTO,6035010,60035.0,AVELLANEDA
Localidad simple,-37.1536695670417,-58.4895476662462,CABECERA_DEPARTAMENTO,6042010,60042.0,AYACUCHO
Localidad simple,-37.2286256057071,-58.7603890048806,,6042020,60042.0,LA CONSTANCIA
Localidad simple,-36.8444984439739,-58.5071421689017,,6042030,60042.0,SOLANET
Localidad simple,-36.5637513540211,-58.5333344196536,,6042040,60042.0,UDAQUIOLA
Localidad simple,-36.5312544192466,-59.9200651844348,,6049010,60049.0,ARIEL
Localidad simple,-36.7795144970312,-59.8586331707413,CABECERA_DEPARTAMENTO,6049020,60049.0,AZUL
Localidad simple,-36.3805626332947,-59.5030645507265,,6049030,60049.0,CACHARI
Localidad simple,-37.3150113247344,-59.9853181679139,,6049040,60049.0,CHILLAR
Localidad simple,-37.2020524773603,-60.1652139181813,,6049050,60049.0,16 DE JULIO
Localidad simple,-38.7138052426005,-62.265959896828,CABECERA_DEPARTAMENTO,6056010,60056.0,BAHIA BLANCA
Localidad simple,-38.4838572081944,-61.8926015349486,,6056020,60056.0,CABILDO
Localidad simple,-38.7136524854985,-62.3924221653991,,6056030,60056.0,GENERAL DANIEL CERRI
Localidad simple,-37.8482779294345,-58.2551665841248,CABECERA_DEPARTAMENTO,6063010,60063.0,BALCARCE
Localidad simple,-37.9412057603,-58.3225920150442,,6063020,60063.0,LOS PINOS
Localidad simple,-37.6704778893557,-59.4003533386514,,6084050,60084.0,VILLA CACIQUE
Componente de localidad compuesta,-34.7633439435624,-58.2078083914443,CABECERA_DEPARTAMENTO,6091010,60091.0,BERAZATEGUI
Componente de localidad compuesta,-34.8764141983789,-57.8863953320288,CABECERA_DEPARTAMENTO,6098010,60098.0,BERISSO
Localidad simple,-36.0010429767568,-60.8534495072374,,6105010,60105.0,HALE
Localidad simple,-36.3498770527922,-61.2552591224517,,6105020,60105.0,JUAN F. IBARRA
Localidad simple,-36.5053183545527,-61.0243287245345,,6105040,60105.0,PAULA
Localidad simple,-36.5109170215402,-61.5545516558692,,6105050,60105.0,PIROVANO
Localidad simple,-36.2295602208798,-61.1131898679982,CABECERA_DEPARTAMENTO,6105060,60105.0,SAN CARLOS DE BOLIVAR
Localidad simple,-36.4329292363695,-61.419116019242,,6105070,60105.0,URDAMPILLETA
Localidad simple,-36.6025793254646,-61.3618625494724,,6105080,60105.0,VILLA LYNCH PUEYRREDON
Localidad simple,-35.2267581272748,-60.4168952837295,,6112005,60112.0,ASAMBLEA
Localidad simple,-35.1189422997629,-60.4879147568209,CABECERA_DEPARTAMENTO,6112010,60112.0,BRAGADO
Localidad simple,-35.3233100374631,-60.5217314911689,,6112020,60112.0,COMODORO PY
Localidad simple,-34.9067979091956,-60.7597838238054,,6112030,60112.0,GENERAL O'BRIEN
Localidad simple,-34.7718230311122,-60.6916912010277,,6112040,60112.0,IRALA
Localidad simple,-35.0797272650156,-60.5928546665185,,6112050,60112.0,LA LIMPIA
Localidad simple,-35.0615246745825,-60.7060741424473,,6112060,60112.0,JUAN F. SALABERRY
Componente de localidad compuesta,-34.6109252295721,-58.3887253951658,CAPITAL_PAIS,2000010,,CIUDAD AUTONOMA DE BUENOS AIRES
Localidad simple,-37.1774801030509,-62.7578962604015,CABECERA_DEPARTAMENTO,6007010,60007.0,CARHUE
Localidad simple,-37.4486186469627,-63.117609405389,,6007020,60007.0,COLONIA SAN MIGUEL ARCANGEL
Localidad simple,-37.3173292631958,-63.2331690622102,,6007030,60007.0,DELFIN HUERGO
Componente de localidad compuesta,-37.3563345638716,-62.4387637810214,,6007040,60007.0,ESPARTILLAR
Localidad simple,-37.4544378016288,-63.2565950033782,,6007050,60007.0,ESTEBAN AGUSTIN GASCON
Localidad simple,-36.6613400852941,-63.3661281675236,,6007060,60007.0,LA PALA
Localidad simple,-36.7999468137731,-63.3385151506224,,6007070,60007.0,MAZA
Localidad simple,-37.1583546113813,-63.2442194943605,,6007080,60007.0,RIVERA
Localidad simple,-37.4600992847959,-63.2405658599852,,6007100,60007.0,VILLA MARGARITA
Localidad simple,-36.9884309445004,-63.133808887439,,6007110,60007.0,YUTUYACO
Localidad simple,-38.0333995087596,-60.1003341740637,CABECERA_DEPARTAMENTO,6014010,60014.0,ADOLFO GONZALES CHAVES
Localidad simple,-37.9635021758562,-60.415659383962,,6014020,60014.0,DE LA GARMA
Componente de localidad compuesta,-35.0699378566803,-60.4084937925362,,6112070,60112.0,MECHITA
Localidad simple,-35.2375277927366,-60.6115341696178,,6112080,60112.0,OLASCOAGA
Localidad simple,-34.9098734445056,-60.5381681629003,,6112090,60112.0,WARNES
Localidad simple,-35.3615828022139,-58.1504868159157,,6119010,60119.0,ALTAMIRANO
Localidad simple,-35.3145370547125,-58.0484420796345,,6119015,60119.0,BARRIO EL MIRADOR
Localidad simple,-35.0335777783555,-58.1935382681817,,6119020,60119.0,BARRIO LAS GOLONDRINAS
Localidad simple,-35.1050389949725,-58.1835007859607,,6119030,60119.0,BARRIO LOS BOSQUECITOS
Localidad simple,-35.1030329461442,-58.2730405375653,,6119040,60119.0,BARRIO PARQUE LAS ACACIAS
Localidad simple,-35.1149772603157,-58.0953896541907,,6119045,60119.0,CAMPOS DE ROCA
Localidad simple,-35.1690983002919,-58.2373529446643,CABECERA_DEPARTAMENTO,6119050,60119.0,CORONEL BRANDSEN
Localidad simple,-35.2139978115731,-58.2433030920635,,6119055,60119.0,CLUB DE CAMPO LAS MALVINAS
Localidad simple,-35.0693655332834,-58.1656899882305,,6119060,60119.0,GOMEZ
Localidad simple,-35.2802043920968,-58.1996649431989,,6119070,60119.0,JEPPENER
Localidad simple,-35.1842584334678,-57.9479623248001,,6119080,60119.0,OLIDEN
Localidad simple,-35.1499383981993,-58.0504528667351,,6119085,60119.0,POSADA DE LOS LAGOS
Localidad simple,-35.2206242719966,-58.2805297949826,,6119090,60119.0,SAMBOROMBON
Componente de localidad compuesta,-34.3160243688815,-58.9784574815339,,6126010,60126.0,LOS CARDALES
Localidad simple,-34.2530406367633,-58.9584400368589,,6126020,60126.0,BARRIO LOS PIONEROS (BARRIO TAVELLA)
Localidad simple,-34.1639618118269,-58.9588741035355,CABECERA_DEPARTAMENTO,6126030,60126.0,CAMPANA
Localidad simple,-34.2934153226239,-58.921199044246,,6126035,60126.0,CHACRAS DEL RIO LUJAN
Localidad simple,-34.2816770641806,-58.8911906524052,,6126040,60126.0,RIO LUJAN
Localidad simple,-34.9793768508134,-58.6749430768989,,6134010,60134.0,ALEJANDRO PETION
Localidad simple,-35.0742486164225,-58.8632420603475,,6134020,60134.0,BARRIO EL TALADRO
Localidad simple,-35.0527140350539,-58.7583856965375,CABECERA_DEPARTAMENTO,6134030,60134.0,CAÑUELAS
Localidad simple,-35.3003271130454,-58.5943053657455,,6134040,60134.0,GOBERNADOR UDAONDO
Componente de localidad compuesta,-34.9405321574521,-58.6160962899907,,6134050,60134.0,MAXIMO PAZ
Localidad simple,-34.9611839371811,-58.7308918275978,,6134060,60134.0,SANTA ROSA
Localidad simple,-35.1227364407356,-58.8904871463421,,6134070,60134.0,URIBELARREA
Localidad simple,-34.9653526702416,-58.6504979594296,,6134080,60134.0,VICENTE CASARES
Localidad simple,-34.1723674255219,-59.789349139091,CABECERA_DEPARTAMENTO,6140010,60140.0,CAPITAN SARMIENTO
Localidad simple,-34.1285572110784,-59.9240058312679,,6140020,60140.0,LA LUISA
Localidad simple,-35.9189705554631,-61.5312630222769,,6147010,60147.0,BELLOCQ
Localidad simple,-35.7727531397053,-61.3353879836967,,6147020,60147.0,CADRET
Localidad simple,-35.623543502046,-61.3653159121918,CABECERA_DEPARTAMENTO,6147030,60147.0,CARLOS CASARES
Localidad simple,-35.5249595511909,-61.4378670824782,,6147040,60147.0,COLONIA MAURICIO
Localidad simple,-35.9277092575349,-61.262290153739,,6147050,60147.0,HORTENSIA
Localidad simple,-35.7003907357414,-61.1702865161871,,6147060,60147.0,LA SOFIA
Localidad simple,-35.583017649873,-61.5244457086778,,6147070,60147.0,MAURICIO HIRSCH
Localidad simple,-35.4774725641963,-61.4930734927676,,6147080,60147.0,MOCTEZUMA
Localidad simple,-35.8831262095535,-61.1594280439031,,6147090,60147.0,ORDOQUI
Localidad simple,-35.6740915009624,-61.5066664301674,,6147095,60147.0,SANTO TOMAS
Localidad simple,-35.4946290260766,-61.5937811081594,,6147100,60147.0,SMITH
Localidad simple,-35.3925733302196,-62.4193023144118,CABECERA_DEPARTAMENTO,6154010,60154.0,CARLOS TEJEDOR
Localidad simple,-35.4388157700903,-62.7252382146864,,6154020,60154.0,COLONIA SERE
Localidad simple,-35.6403503028113,-62.1924372294866,,6154030,60154.0,CURARU
Localidad simple,-35.3477615165229,-62.2246532791856,,6154040,60154.0,TIMOTE
Localidad simple,-35.1979815144911,-62.7730814064669,,6154050,60154.0,TRES ALGARROBOS
Localidad simple,-34.3776987251735,-59.8229019801033,CABECERA_DEPARTAMENTO,6161010,60161.0,CARMEN DE ARECO
Localidad simple,-34.4951191416005,-59.8029737383366,,6161020,60161.0,PUEBLO GOUIN
Localidad simple,-34.4664778301466,-60.0008697422008,,6161030,60161.0,TRES SARGENTOS
Localidad simple,-36.091694119436,-57.8071801619355,CABECERA_DEPARTAMENTO,6168010,60168.0,CASTELLI
Localidad simple,-36.0570621940227,-57.8235422591575,,6168020,60168.0,CENTRO GUERRERO
Localidad simple,-35.976053059995,-57.4487354447874,,6168030,60168.0,CERRO DE LA GLORIA
Localidad simple,-33.8978633606345,-61.099560506382,CABECERA_DEPARTAMENTO,6175010,60175.0,COLON
Componente de localidad compuesta,-33.9147838019682,-60.9438081845998,,6175020,60175.0,VILLA MANUEL POMAR
Localidad simple,-33.6518963027432,-60.8922239880462,,6175030,60175.0,PEARSON
Localidad simple,-34.0523353092343,-61.2019040914738,,6175040,60175.0,SARASA
Localidad simple,-38.7648159927502,-61.9184051093309,,6182010,60182.0,BAJO HONDO
Localidad simple,-38.9961963948629,-61.5471990087107,,6182020,60182.0,BALNEARIO PEHUEN CO
Localidad simple,-38.7839402799391,-62.1195194756714,,6182025,60182.0,PAGO CHICO
Localidad simple,-38.8813527346955,-62.0749536088688,CABECERA_DEPARTAMENTO,6182030,60182.0,PUNTA ALTA
Localidad simple,-38.8069001411051,-62.09498539538,,6182050,60182.0,VILLA GENERAL ARIAS
Localidad simple,-38.6204949120776,-60.8809603426407,,6189010,60189.0,APARICIO
Localidad simple,-38.9224906889726,-60.5329774471942,,6189020,60189.0,MARISOL
Localidad simple,-38.7166239148323,-61.2884948879698,CABECERA_DEPARTAMENTO,6189030,60189.0,CORONEL DORREGO
Localidad simple,-38.6757752787603,-61.0884421797928,,6189040,60189.0,EL PERDIDO
Localidad simple,-38.7966781095909,-61.0688772134763,,6189050,60189.0,FARO
Localidad simple,-38.5543426342658,-60.6954938748393,,6189060,60189.0,IRENE
Localidad simple,-38.7388491145692,-60.6092238150828,,6189070,60189.0,ORIENTE
Localidad simple,-38.6534164106777,-60.8608557685895,,6189075,60189.0,PARAJE LA RUTA
Localidad simple,-38.7415550885108,-61.5377200112301,,6189080,60189.0,SAN ROMAN
Localidad simple,-37.9865210556901,-61.3540715661068,CABECERA_DEPARTAMENTO,6196010,60196.0,CORONEL PRINGLES
Localidad simple,-38.3235636030787,-61.4450578127822,,6196020,60196.0,EL DIVISORIO
Localidad simple,-38.2154094275446,-61.3145847771451,,6196030,60196.0,EL PENSAMIENTO
Localidad simple,-38.3293770967784,-60.8866340266383,,6196040,60196.0,INDIO RICO
Localidad simple,-38.44591903663,-61.566096860456,,6196050,60196.0,LARTIGAU
Localidad simple,-37.2899615825436,-62.2971682457111,,6203010,60203.0,CASCADA
Localidad simple,-37.4596224938743,-61.9317530113989,CABECERA_DEPARTAMENTO,6203020,60203.0,CORONEL SUAREZ
Localidad simple,-37.4843018699441,-62.10361959864,,6203030,60203.0,CURAMALAL
Localidad simple,-37.6772293087783,-61.7052608546557,,6203040,60203.0,D'ORBIGNY
Localidad simple,-37.0622288209544,-61.9297529087938,,6203050,60203.0,HUANGUELEN
Localidad simple,-37.2234351404125,-62.1602259170472,,6203060,60203.0,PASMAN
Localidad simple,-37.5077480260109,-61.9211473085303,,6203070,60203.0,SAN JOSE
Localidad simple,-37.5565856774998,-61.872634363442,,6203080,60203.0,SANTA MARIA
Localidad simple,-37.4891036510029,-61.9252761219778,,6203090,60203.0,SANTA TRINIDAD
Componente de localidad compuesta,-38.1345025284944,-61.7885553500206,,6203100,60203.0,VILLA LA ARCADIA
Localidad simple,-34.6131247014799,-59.9005194580559,,6210010,60210.0,CASTILLA
Localidad simple,-34.6429843999409,-60.4701843504346,CABECERA_DEPARTAMENTO,6210020,60210.0,CHACABUCO
Localidad simple,-34.4575064000002,-60.1801845132051,,6210030,60210.0,LOS ANGELES
Localidad simple,-34.5854707868254,-60.6986325840688,,6210040,60210.0,O'HIGGINS
Localidad simple,-34.6086374337309,-60.0677106761006,,6210050,60210.0,RAWSON
Localidad simple,-35.5739889229165,-58.0680436475186,,6217003,60218.0,BARRIO LOMAS ALTAS
Localidad simple,-35.5770827047567,-58.0084847937359,CABECERA_DEPARTAMENTO,6217010,60218.0,CHASCOMUS
Localidad simple,-35.5404169288645,-58.1349194201314,,6217015,60218.0,LAGUNA VITEL
Localidad simple,-35.8748248734085,-57.8964226760932,,6217020,60466.0,MANUEL J. COBO
Localidad simple,-35.6282696386352,-58.0145524400059,,6217030,60218.0,VILLA PARQUE GIRADO
Localidad simple,-34.9660329017518,-60.1236385563996,,6224005,60224.0,BENITEZ
Localidad simple,-34.8980163772726,-60.0188841030321,CABECERA_DEPARTAMENTO,6224010,60224.0,CHIVILCOY
Localidad simple,-34.746060108407,-60.0392314192743,,6224020,60224.0,EMILIO AYARZA
Localidad simple,-34.839127302807,-59.8646671984292,,6224030,60224.0,GOROSTIAGA
Localidad simple,-34.9739189538858,-59.8639302070489,,6224040,60224.0,LA RICA
Localidad simple,-35.0926582854313,-59.7745302971612,,6224050,60224.0,MOQUEHUA
Localidad simple,-35.0858455213162,-59.9236682591743,,6224060,60224.0,RAMON BIAUS
Localidad simple,-34.9443783815262,-59.7018597369347,,6224070,60224.0,SAN SEBASTIAN
Localidad simple,-36.5640579804658,-62.1324009778233,,6231010,60231.0,ANDANT
Localidad simple,-36.8827708539235,-61.4878179060517,,6231020,60231.0,ARBOLEDAS
Localidad simple,-36.6001749213746,-61.7450132654369,CABECERA_DEPARTAMENTO,6231030,60231.0,DAIREAUX
Localidad simple,-36.6749256386405,-61.9291952273289,,6231040,60231.0,LA LARGA
Localidad simple,-36.307117163487,-62.2003365899,,6231060,60231.0,SALAZAR
Localidad simple,-36.3161215739926,-57.6752657333964,CABECERA_DEPARTAMENTO,6238010,60238.0,DOLORES
Localidad simple,-36.2067284269712,-57.7413707296745,,6238020,60238.0,SEVIGNE
Componente de localidad compuesta,-34.859087650169,-57.9132063028971,CABECERA_DEPARTAMENTO,6245010,60245.0,ENSENADA
Componente de localidad compuesta,-34.3478151482937,-58.792041970497,CABECERA_DEPARTAMENTO,6252010,60252.0,ESCOBAR
Componente de localidad compuesta,-34.8182320587028,-58.4653924015445,CABECERA_DEPARTAMENTO,6260010,60260.0,ESTEBAN ECHEVERRIA
Localidad simple,-34.3363786908945,-59.1094149717708,,6266010,60266.0,ARROYO DE LA CRUZ
Localidad simple,-34.2912108668035,-59.1015232724441,CABECERA_DEPARTAMENTO,6266020,60266.0,CAPILLA DEL SEÑOR
Localidad simple,-34.288973975279,-59.222781222713,,6266030,60266.0,DIEGO GAYNOR
Componente de localidad compuesta,-34.3300736993853,-58.9885651588167,,6266040,60266.0,LOS CARDALES
Localidad simple,-34.3273003551547,-59.0759905460337,,6266050,60266.0,PARADA ORLANDO
Componente de localidad compuesta,-34.3751967438675,-59.1237945023542,,6266060,60266.0,PARADA ROBLES - PAVON
Componente de localidad compuesta,-34.8499164466297,-58.522884786315,CABECERA_DEPARTAMENTO,6270010,60270.0,EZEIZA
Componente de localidad compuesta,-34.8080028544593,-58.2762820744731,CABECERA_DEPARTAMENTO,6274010,60274.0,FLORENCIO VARELA
Localidad simple,-34.6356616332747,-62.4786821321875,,6277010,60277.0,BLAQUIER
Localidad simple,-34.846677699169,-62.4671575805383,CABECERA_DEPARTAMENTO,6277020,60277.0,FLORENTINO AMEGHINO
Localidad simple,-34.9522292183733,-62.2174229886621,,6277030,60277.0,PORVENIR
Localidad simple,-38.4348806367321,-58.216863731472,,6280005,60280.0,CENTINELA DEL MAR
Localidad simple,-38.1119335118514,-57.8415353121543,,6280010,60280.0,COMANDANTE NICANOR OTAMENDI
Localidad simple,-38.3446881533109,-57.9920393065731,,6280020,60280.0,MAR DEL SUR
Localidad simple,-38.1486545138318,-58.2230121065801,,6280030,60280.0,MECHONGUE
Componente de localidad compuesta,-38.2707429318083,-57.8404714577536,CABECERA_DEPARTAMENTO,6280040,60280.0,MIRAMAR
Localidad simple,-36.0229384341366,-60.0147935726886,CABECERA_DEPARTAMENTO,6287010,60287.0,GENERAL ALVEAR
Localidad simple,-34.2101542565966,-61.3548577979495,,6294010,60294.0,ARRIBEÑOS
Localidad simple,-34.2368758979793,-61.103613881133,,6294020,60294.0,ASCENSION
Localidad simple,-34.2698455922697,-61.2926718130401,,6294030,60294.0,ESTACION ARENALES
Localidad simple,-34.1250383813873,-61.132654886464,,6294040,60294.0,FERRE
Localidad simple,-34.3044679711076,-61.3056277788216,CABECERA_DEPARTAMENTO,6294050,60294.0,GENERAL ARENALES
Localidad simple,-34.2608740726731,-60.9685988224111,,6294060,60294.0,LA ANGELITA
Localidad simple,-34.1068549430168,-61.1317020714356,,6294070,60294.0,LA TRINIDAD
Localidad simple,-35.7694577358026,-58.4944615102033,CABECERA_DEPARTAMENTO,6301010,60301.0,GENERAL BELGRANO
Localidad simple,-35.6733729629116,-58.9582999568816,,6301020,60301.0,GORCHS
Localidad simple,-36.6431651777016,-57.790501903704,CABECERA_DEPARTAMENTO,6308010,60308.0,GENERAL GUIDO
Localidad simple,-36.9489668508722,-58.1035671819428,,6308020,60308.0,LABARDEN
Localidad simple,-36.9956399453583,-57.1364809577407,CABECERA_DEPARTAMENTO,6315010,60315.0,GENERAL JUAN MADARIAGA
Localidad simple,-37.2503992475804,-61.2595794125711,CABECERA_DEPARTAMENTO,6322010,60322.0,GENERAL LA MADRID
Localidad simple,-37.3607690235166,-61.5348487870647,,6322020,60322.0,LA COLINA
Localidad simple,-37.1980813542863,-61.1220424031556,,6322030,60322.0,LAS MARTINETAS
Localidad simple,-37.53362138441,-61.2865750087495,,6322040,60322.0,LIBANO
Localidad simple,-37.7317699033739,-61.3230957170244,,6322050,60322.0,PONTAUT
Localidad simple,-34.8937763345299,-58.9172215319327,,6329010,60329.0,GENERAL HORNOS
Localidad simple,-34.9267739074255,-58.9453407851291,CABECERA_DEPARTAMENTO,6329020,60329.0,GENERAL LAS HERAS
Localidad simple,-34.7829908276155,-59.1095647693247,,6329030,60329.0,LA CHOZA
Localidad simple,-34.7941193667757,-59.0279756935744,,6329050,60329.0,PLOMER
Localidad simple,-34.8300241949658,-58.9422589402025,,6329060,60329.0,VILLARS
Localidad simple,-36.4080851872455,-56.9433553335053,CABECERA_DEPARTAMENTO,6336020,60336.0,GENERAL LAVALLE
Localidad simple,-36.7089537726649,-56.7598433617574,,6336030,60336.0,PAVON
Localidad simple,-35.6936377582584,-58.447313612508,,6343010,60343.0,BARRIO RIO SALADO
Localidad simple,-35.2747490125694,-58.4041701894263,,6343020,60343.0,LOMA VERDE
Localidad simple,-35.5173520233652,-58.3184247148652,CABECERA_DEPARTAMENTO,6343030,60343.0,RANCHOS
Localidad simple,-35.6776271050908,-58.4350923167562,,6343040,60343.0,VILLANUEVA
Localidad simple,-34.4162137301573,-61.9280141749282,,6351010,60351.0,COLONIA SAN RICARDO
Localidad simple,-34.764155990724,-61.8900674920122,CABECERA_DEPARTAMENTO,6351020,60351.0,GENERAL PINTO
Localidad simple,-34.5761118332769,-62.0518306894073,,6351030,60351.0,GERMANIA
Localidad simple,-34.5994995308259,-61.9164989081536,,6351035,60351.0,GUNTHER
Localidad simple,-34.7913160212074,-62.2011090686366,,6351040,60351.0,VILLA FRANCIA
Localidad simple,-34.5798302278832,-62.1710489234118,,6351050,60351.0,VILLA ROTH
Localidad simple,-38.0297229162982,-57.7995485049706,,6357020,60357.0,BARRIO EL BOQUERON
Localidad simple,-37.9068268303117,-57.7858860640391,,6357050,60357.0,BARRIO LA GLORIA
Localidad simple,-37.9317157840639,-57.683162032898,,6357060,60357.0,BARRIO SANTA PAULA
Localidad simple,-38.0086211557,-57.7085500402678,,6357070,60357.0,BATAN
Localidad simple,-38.1757779275595,-57.6513390003209,,6357080,60357.0,CHAPADMALAL
Componente de localidad compuesta,-38.2369312519788,-57.7634180779219,,6357090,60357.0,EL MARQUESADO
Localidad simple,-38.036727731373,-57.7129897398616,,6357100,60357.0,ESTACION CHAPADMALAL
Localidad simple,-37.9988640075371,-57.547532938743,CABECERA_DEPARTAMENTO,6357110,60357.0,MAR DEL PLATA
Localidad simple,-37.954166706805,-57.7715971022228,,6357120,60357.0,SIERRA DE LOS PADRES
Componente de localidad compuesta,-34.6079239021062,-58.950282039134,CABECERA_DEPARTAMENTO,6364030,60364.0,GENERAL RODRIGUEZ
Componente de localidad compuesta,-34.5696533775117,-58.5349543497109,CABECERA_DEPARTAMENTO,6371010,60371.0,GENERAL SAN MARTIN
Localidad simple,-34.7472686783062,-60.9889526585307,,6385010,60385.0,BAIGORRITA
Localidad simple,-34.9437720137007,-61.1588643543904,,6385020,60385.0,LA DELFINA
Localidad simple,-35.0010365651503,-61.0381497866181,CABECERA_DEPARTAMENTO,6385030,60385.0,LOS TOLDOS
Localidad simple,-35.0319914044113,-60.8647685857183,,6385040,60385.0,SAN EMILIO
Localidad simple,-34.8949208760254,-61.0044538243488,,6385050,60385.0,ZAVALIA
Localidad simple,-35.0124666610174,-63.3741563457185,,6392010,60392.0,BANDERALO
Localidad simple,-34.4155054560621,-62.9618553806295,,6392020,60392.0,CAÑADA SECA
Localidad simple,-34.672994561958,-63.3724454840571,,6392030,60392.0,CORONEL CHARLONE
Localidad simple,-34.7798328261907,-63.1960964862342,,6392040,60392.0,EMILIO V. BUNGE
Localidad simple,-35.0338419886306,-63.014663710753,CABECERA_DEPARTAMENTO,6392050,60392.0,GENERAL VILLEGAS
Localidad simple,-35.0490892294374,-63.1218876844045,,6392060,60392.0,MASSEY
Localidad simple,-34.5804516676438,-62.3516395240412,,6392070,60392.0,PICHINCHA
Localidad simple,-34.771104540922,-62.9846965760316,,6392080,60392.0,PIEDRITAS
Localidad simple,-34.6921180067125,-62.6957932681386,,6392090,60392.0,SANTA ELEODORA
Localidad simple,-34.548335663977,-63.1732728724567,,6392100,60392.0,SANTA REGINA
Localidad simple,-34.4607916334895,-62.649344456796,,6392110,60392.0,VILLA SABOYA
Localidad simple,-35.2858298200472,-63.3682055476167,,6392120,60392.0,VILLA SAUZE
Localidad simple,-37.0864662845331,-62.5391482291111,,6399010,60399.0,ARROYO VENADO
Localidad simple,-36.7580953396186,-62.5017754084549,,6399020,60399.0,CASBAS
Localidad simple,-36.5604378772819,-62.5981120377825,,6399030,60399.0,GARRE
Localidad simple,-37.0120881308673,-62.4166857296556,CABECERA_DEPARTAMENTO,6399040,60399.0,GUAMINI
Localidad simple,-36.80905243808,-62.2451480754422,,6399050,60399.0,LAGUNA ALSINA
Localidad simple,-36.2994630370091,-61.7178401805261,CABECERA_DEPARTAMENTO,6406010,60406.0,HENDERSON
Localidad simple,-36.0883254041476,-61.4112500767202,,6406020,60406.0,HERRERA VEGAS
Componente de localidad compuesta,-34.5926049478957,-58.6334584554374,CABECERA_DEPARTAMENTO,6408010,60408.0,HURLINGHAM
Componente de localidad compuesta,-34.6625047224141,-58.6660777676772,CABECERA_DEPARTAMENTO,6410010,60410.0,ITUZAINGO
Componente de localidad compuesta,-34.5193349747122,-58.7497681367601,CABECERA_DEPARTAMENTO,6412010,60412.0,JOSE C. PAZ
Localidad simple,-34.508084406003,-60.8648956546313,,6413010,60413.0,AGUSTIN ROCA
Localidad simple,-34.4607068571169,-61.067072329925,,6413020,60413.0,AGUSTINA
Localidad simple,-34.6606435780718,-61.0183645929666,,6413030,60413.0,BALNEARIO LAGUNA DE GOMEZ
Localidad simple,-34.3467322372427,-61.1310781728463,,6413040,60413.0,FORTIN TIBURCIO
Localidad simple,-34.5838316271397,-60.9472651715326,CABECERA_DEPARTAMENTO,6413050,60413.0,JUNIN
Localidad simple,-34.6564145153102,-60.8466681579607,,6413055,60413.0,PARAJE LA AGRARIA
Localidad simple,-34.7245238530675,-61.1553171474145,,6413060,60413.0,LAPLACETTE
Localidad simple,-34.7608898130707,-60.8419122487126,,6413070,60413.0,MORSE
Localidad simple,-34.5752591285936,-61.0747308195452,,6413080,60413.0,SAFORCADA
Localidad simple,-36.4883976285615,-56.7004352579533,,6420010,60420.0,LAS TONINAS
