id_registro,rubro
1037,EMPAQUE DE HORTALIZAS
1038,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1039,PROCESAMIENTO APICOLA
1040,ACOPIO
1041,ELABORACION 
1042,BODEGA VITIVINICOLA
1043,EXTRACCION DE ACEITE
1044,EXTRACCION DE ACEITE
1045,PROCESAMIENTO CULTIVOS INDUSTRIALES
1046,EXTRACCION DE ACEITE
1047,PROCESAMIENTO DE CEREALES Y OLEAGINOSAS.
1048,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1049,EMPAQUE DE HORTALIZAS
1050,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1051,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1052,PROCESAMIENTO DE MANI
1053,PROCESAMIENTO FRUTALES Y HORTALIZAS
1054,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1055,PROCESAMIENTO DE MANI Y SOJA
1056,PROCESAMIENTO DE MANI Y SOJA
1057,PROCESAMIENTO APICOLA
1058,PROCESAMIENTO CULTIVOS INDUSTRIALES
1059,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1060,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1061,PROCESAMIENTO FRUTALES Y HORTALIZAS
1062,PROCESAMIENTO APICOLA
1063,PROCESAMIENTO APICOLA
1064,OTROS
1065,ELABORACION DE DULCES
1066,PROCESAMIENTO TEXTIL
1067,PROCESAMIENTO TEXTIL
1068,OTROS
1069,PROCESAMIENTO TEXTIL
1070,PROCESAMIENTO TEXTIL
1071,"SECADO, ACONDICIONAMIENTO, ELABORACION Y ACOPIO"
1072,"SECADO, ACONDICIONAMIENTO, ELABORACION Y ACOPIO"
1073,PROCESAMIENTO PRODUCTOS ORGANICOS
1074,PROCESAMIENTO PRODUCTOS ORGANICOS
1075,PROCESAMIENTO TEXTIL
1076,EXTRACCION DE MIEL
1077,EXTRACCION DE MIEL
1078,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1079,FRACCIONAMIENTO Y EMPAQUE DE ARROZ
1080,ELABORACION DE  JUGOS CONCENTRADOS Y FABRICA DE ACEITES ESENCIALES
1081,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1082,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1083,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1084,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1085,PROCESAMIENTO FRUTALES Y HORTALIZAS
1086,"ELABORACION DE JUGOS CONCENTRADOS, ACEITE ESCENCIAL Y PULPA DE CITRICOS"
1087,PROCESAMIENTO CULTIVOS INDUSTRIALES
1088,PROCESAMIENTO CULTIVOS INDUSTRIALES
1089,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1090,EXTRACCION DE ACEITE
1091,PROCESAMIENTO FRUTALES Y HORTALIZAS
1092,ELABORACION DE JUGOS Y BODEGA VITIVINICOLA
1093,BODEGA VITIVINICOLA
1094,EXTRACCION DE ACEITE
1095,PROCESAMIENTO CULTIVOS INDUSTRIALES
1096,SECADERO DE FRUTAS
1097,PROCESAMIENTO CULTIVOS INDUSTRIALES
1098,PROCESAMIENTO FRUTALES Y HORTALIZAS
1099,ELABORACION DE PASAS DE UVA
1100,SECADO DE FRUTAS
1101,SECADO DE FRUTAS
1102,SECADO DE FRUTAS
1103,EXTRACCION DE ACEITE
1104,BODEGA VITIVINICOLA
1105,PROCESAMIENTO FRUTALES Y HORTALIZAS
1106,BODEGA VITIVINICOLA
1107,PROCESAMIENTO FRUTALES Y HORTALIZAS
1108,PROCESAMIENTO FRUTALES Y HORTALIZAS
1109,PROCESAMIENTO FRUTALES Y HORTALIZAS
1110,PROCESAMIENTO FRUTALES Y HORTALIZAS
1111,PROCESAMIENTO FRUTALES Y HORTALIZAS
1112,INDUSTRIA VITIVINICOLA
1113,BODEGA VITIVINICOLA
1114,PROCESAMIENTO FRUTALES Y HORTALIZAS
1115,BODEGA VITIVINICOLA
1116,BODEGA VITIVINICOLA
1117,BODEGA VITIVINICOLA
1118,BODEGA VITIVINICOLA
1119,BODEGA VITIVINICOLA
1120,BODEGA VITIVINICOLA
1121,BODEGA VITIVINICOLA
1122,INDUSTRIA VITIVINICOLA
1123,PROCESAMIENTO FRUTALES Y HORTALIZAS
1124,INDUSTRIA VITIVINICOLA
1125,INDUSTRIALIZACION DE FRUTAS DESECADAS
1126,BODEGA VITIVINICOLA
1127,EXTRACCION DE ACEITE
1128,BODEGA VITIVINICOLA
1129,BODEGA VITIVINICOLA
1130,BODEGA VITIVINICOLA
1131,BODEGA VITIVINICOLA
1132,INDUSTRIA VITIVINICOLA
1133,PROCESAMIENTO FRUTALES Y HORTALIZAS
1134,BODEGA VITIVINICOLA
1135,BODEGA VITIVINICOLA
1136,BODEGA VITIVINICOLA
1137,ALMACENAMIENTO
1138,BODEGA VITIVINICOLA
1139,BODEGA VITIVINICOLA
1140,PROCESAMIENTO FRUTALES Y HORTALIZAS
1141,BODEGA VITIVINICOLA
1142,BODEGA VITIVINICOLA
1143,INDUSTRIA VITIVINICOLA
1144,BODEGA VITIVINICOLA
1145,FRIGORIFICO PARA  MOSTO
1146,FRIGORIFICO PARA  MOSTO
1147,BODEGA VITIVINICOLA
1148,BODEGA VITIVINICOLA
1149,SECADO
1150,BODEGA VITIVINICOLA
1151,BODEGA VITIVINICOLA
1152,BODEGA VITIVINICOLA
1153,EMPAQUE DE HORTALIZAS
1154,BODEGA VITIVINICOLA
1155,FRACCIONAMIENTO DE VINO
1156,BODEGA VITIVINICOLA
1157,PROCESAMIENTO FRUTALES Y HORTALIZAS
1158,BODEGA VITIVINICOLA
1159,BODEGA VITIVINICOLA
1160,EXTRACCION DE ACEITE Y ELABORACION DE ACEITUNAS Y OTROS
1161,INDUSTRIA VITIVINICOLA
1162,EXTRACCION DE ACEITE Y ELABORACION DE ACEITUNAS Y OTROS
1163,INDUSTRIA VITIVINICOLA
1164,BODEGA VITIVINICOLA
1165,PROCESAMIENTO FRUTALES Y HORTALIZAS
1166,PROCESAMIENTO FRUTALES Y HORTALIZAS
1167,INDUSTRIA VITIVINICOLA
1168,PROCESADO Y ENVASADO DE HORTALIZAS
1169,INDUSTRIA VITIVINICOLA
1170,BODEGA VITIVINICOLA
1171,PROCESAMIENTO FRUTALES Y HORTALIZAS
1172,PROCESAMIENTO FRUTALES Y HORTALIZAS
1173,INDUSTRIA VITIVINICOLA
1174,INDUSTRIALIZACION DE FRUTAS DESECADAS
1175,BODEGA VITIVINICOLA
1176,PROCESAMIENTO CULTIVOS INDUSTRIALES
1177,BODEGA VITIVINICOLA
1178,ELABORACION DE JUGO CONCENTRADO
1179,BODEGA VITIVINICOLA
1180,ELABORACION
1180, FRACCIONAMIENTO
1180, EMPAQUE
1180, ACOPIO
1181,PROCESAMIENTO CULTIVOS INDUSTRIALES
1182,"SECADERO , MOLINO Y FRACCIONAMIENTO DE TE, YERBA MATE"
1183,"SECADERO , MOLINO Y FRACCIONAMIENTO DE TE, YERBA MATE"
1184,PROCESAMIENTO CULTIVOS INDUSTRIALES
1185,DEPOSITO DE YERBA
1186,PROCESAMIENTO CULTIVOS INDUSTRIALES
1187,PROCESAMIENTO CULTIVOS INDUSTRIALES
1188,PROCESAMIENTO CULTIVOS INDUSTRIALES
1189,PROCESAMIENTO CULTIVOS INDUSTRIALES
1190,PROCESAMIENTO CULTIVOS INDUSTRIALES
1191,PROCESAMIENTO CULTIVOS INDUSTRIALES
1192,PROCESAMIENTO CULTIVOS INDUSTRIALES
1193,MOLINO DE YERBA MATE
1194,PROCESAMIENTO DE TE
1195,PROCESAMIENTO CULTIVOS INDUSTRIALES
1196,EMPAQUE DE HORTALIZAS Y FRUTAS NO CITRICAS
1197,EMPAQUE DE FRUTAS NO CITRICAS
1198,EMPAQUE DE FRUTAS NO CITRICAS
1199,EMPAQUE DE FRUTAS NO CITRICAS
1200,EMPAQUE DE FRUTAS NO CITRICAS
1201,FRIGORIFICOS PARA  FRUTAS
1202,EMPAQUE DE FRUTAS NO CITRICAS
1203,ELABORACION DE JUGO CONCENTRADO DE MANZANA Y PERA 
1204,ELABORACION
1205,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
1206,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
1207,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
1208,EMPAQUE DE FRUTAS NO CITRICAS
1209,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
1210,EMPAQUE DE FRUTAS NO CITRICAS
1211,EMPAQUE DE FRUTAS NO CITRICAS
1212,EMPAQUE DE FRUTAS NO CITRICAS
1213,ELABORACION DE ACEITE DE ROSA MOSQUETA
1214,EMPAQUE Y FRIGORIFICO FRUTAS NO CITRICAS
1215,EMPAQUE Y FRIGORIFICO FRUTAS NO CITRICAS
1216,ELABORACION DE MANZANA Y PERA DEHIDRATADA
1217,PROCESAMIENTO FRUTALES Y HORTALIZAS
1218,ALMACENAMIENTO Y FRIO PARA FRUTAS NO CITRICAS
1219,ALMACENAMIENTO Y FRIO PARA FRUTAS NO CITRICAS
1220,EMPAQUE FRUTAS NO CITRICAS
1221,PROCESAMIENTO FRUTALES Y HORTALIZAS
1222,EMPAQUE DE FRUTAS NO CITRICAS
1223,EMPAQUE PARA FRUTA NO CITRICA
1224,EMPAQUE Y FRIO
1225,FRIGORIFICOS PARA  FRUTAS
1226,FRIGORIFICOS PARA  FRUTAS
1227,EMPAQUE DE FRUTAS NO CITRICAS
1228,FRIGORIFICOS PARA  FRUTAS
1229,EMPAQUE DE FRUTAS NO CITRICAS
1230,EMPAQUE DE FRUTAS NO CITRICAS
1231,EMPAQUE DE FRUTAS NO CITRICAS
1232,SECADO
1232, PELADO
1232, ENVASADO
1232, ALMACENAMIENTO
1233,SECADO
1233, PELADO
1233, ENVASADO
1233, ALMACENAMIENTO
1234,EMPAQUE Y FRIO
1235,EMPAQUE Y FRIO
1236,BODEGA VITIVINICOLA
1237,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1238,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
1239,PROCESAMIENTO DE CEREALES Y OLEAGINOSAS.
1240,BODEGA VITIVINICOLA. ELABORACION DE MOSTO CONCENTRADO DE UVAS 
1241,PROCESAMIENTO CULTIVOS INDUSTRIALES
1242,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1243,SECADO DE FRUTAS
1244,PROCESAMIENTO FRUTALES Y HORTALIZAS
1245,ELABORACION DE MOSTO CONCENTRADO DE UVA
1246,ELABORACION DE MOSTO CONCENTRADO DE UVA
1247,BODEGA VITIVINICOLA
1248,EMPAQUE DE HORTALIZAS
1249,BODEGA VITIVINICOLA. ELABORACION DE MOSTO CONCENTRADO DE UVAS 
1250,ELABORACION DE JUGO CONCENTRADO
1251,FRIGORIFICO PARA  MOSTO
1252,PROCESAMIENTO FRUTALES Y HORTALIZAS
1253,"BODEGA VITIVINICOLA Y ELABORACION DE  VINAGRE, MERMELADAS, HUMUS DE LOMBRIZ"
1254,FRACCIONAMIENTO
1255,SECADERO DE FRUTAS
1256,EXTRACCION DE ACEITE
1257,ELABORACION DE MOSTO CONCENTRADO
1258,SECADO - DESPALILLADO - EMBOLSADO
1259,PROCESAMIENTO CULTIVOS INDUSTRIALES
1260,FRIGORIFICOS PARA  FRUTAS
1261,ELABORACION DE DULCES Y FRUTAS EN ALMIBAR
1262,EXTRACCION Y FRACCIONAMIENTO DE MIEL
1263,ELABORACION DE DULCES
1264,EXTRACCION Y FRACCIONAMIENTO DE MIEL
1265,INDUSTRIA CARNICA
1266,"ELABORACION, FRACCIONAMIENTO, ALMACENAMIENTO, CONGELADO"
1267,"ELABORACION, FRACCIONAMIENTO, ALMACENAMIENTO, CONGELADO"
1268,FRACCIONAMIENTO DE MIEL
1269,PROCESAMIENTO FRUTALES Y HORTALIZAS
1270,INDUSTRIALIZACION DE LIMON
1271,EMPAQUE DE PRODUCTOS DE LIMON
1272,PROCESAMIENTO FRUTALES Y HORTALIZAS
1273,PROCESAMIENTO FRUTALES Y HORTALIZAS
1274,PROCESAMIENTO FRUTALES Y HORTALIZAS
1275,PROCESAMIENTO FRUTALES Y HORTALIZAS
1276,PROCESAMIENTO FRUTALES Y HORTALIZAS
1277,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1278,PROCESAMIENTO FRUTALES Y HORTALIZAS
1279,PROCESAMIENTO FRUTALES Y HORTALIZAS
1280,PROCESAMIENTO FRUTALES Y HORTALIZAS
1281,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1282,PROCESAMIENTO CEREALES Y OLEAGINOSAS
1283,PROCESAMIENTO FRUTALES Y HORTALIZAS
1284,PROCESAMIENTO FRUTALES Y HORTALIZAS
1285,ELABORACION Y ENVASADO
1286,SIN DEFINIR
1287,SIN DEFINIR
1288,SIN DEFINIR
1289,SIN DEFINIR
1290,SIN DEFINIR
1291,SIN DEFINIR
1292,SIN DEFINIR
1293,SIN DEFINIR
1294,SIN DEFINIR
1295,SIN DEFINIR
1296,SIN DEFINIR
1297,SIN DEFINIR
1298,SIN DEFINIR
1299,SIN DEFINIR
1300,SIN DEFINIR
1301,SIN DEFINIR
1302,SIN DEFINIR
1303,SIN DEFINIR
1304,SIN DEFINIR
1305,SIN DEFINIR
1306,SIN DEFINIR
1307,SIN DEFINIR
1308,SIN DEFINIR
1309,SIN DEFINIR
1310,SIN DEFINIR
1311,SIN DEFINIR
1312,SIN DEFINIR
1313,SIN DEFINIR
1314,SIN DEFINIR
1315,SIN DEFINIR
1316,SIN DEFINIR
1317,SIN DEFINIR
1318,SIN DEFINIR
1319,SIN DEFINIR
1320,SIN DEFINIR
1321,SIN DEFINIR
1322,SIN DEFINIR
1323,SIN DEFINIR
1324,SIN DEFINIR
1325,SIN DEFINIR
1326,SIN DEFINIR
1327,SIN DEFINIR
1328,SIN DEFINIR
1329,SIN DEFINIR
1330,SIN DEFINIR
1331,SIN DEFINIR
1332,SIN DEFINIR
1333,SIN DEFINIR
1334,SIN DEFINIR
1335,SIN DEFINIR
1336,SIN DEFINIR
1337,SIN DEFINIR
1338,SIN DEFINIR
1339,SIN DEFINIR
1340,SIN DEFINIR
1341,SIN DEFINIR
1342,SIN DEFINIR
1343,SIN DEFINIR
1344,SIN DEFINIR
1345,SIN DEFINIR
1346,SIN DEFINIR
1347,SIN DEFINIR
1348,SIN DEFINIR
1349,SIN DEFINIR
1350,SIN DEFINIR
1351,SIN DEFINIR
1352,SIN DEFINIR
1353,SIN DEFINIR
1354,SIN DEFINIR
1355,SIN DEFINIR
1356,SIN DEFINIR
1357,SIN DEFINIR
1358,SIN DEFINIR
1359,SIN DEFINIR
1360,SIN DEFINIR
1361,SIN DEFINIR
1362,SIN DEFINIR
1363,SIN DEFINIR
1364,SIN DEFINIR
1365,SIN DEFINIR
1366,SIN DEFINIR
1367,SIN DEFINIR
1368,SIN DEFINIR
1369,SIN DEFINIR
1370,SIN DEFINIR
1371,SIN DEFINIR
1372,SIN DEFINIR
1373,SIN DEFINIR
1374,SIN DEFINIR
1375,SIN DEFINIR
1376,SIN DEFINIR
1377,SIN DEFINIR
1378,SIN DEFINIR
1379,SIN DEFINIR
1380,SIN DEFINIR
1381,SIN DEFINIR
1382,SIN DEFINIR
1383,SIN DEFINIR
1384,SIN DEFINIR
1385,SIN DEFINIR
1386,SIN DEFINIR
1387,SIN DEFINIR
1388,SIN DEFINIR
1389,SIN DEFINIR
1390,SIN DEFINIR
1391,SIN DEFINIR
1392,SIN DEFINIR
1393,SIN DEFINIR
1394,SIN DEFINIR
